Id,Sales
1,6615.56077808
857,6615.56077808
1713,7047.12148112
2569,8269.19505517
3425,5653.08346217
4281,5132.99150246
5137,5278.97668227
5993,5046.47465255
6849,5046.47465255
7705,5087.25837578
8561,5171.7919277
9417,5722.79542313
10273,5218.34409018
11129,6886.86623259
11985,6886.86623259
12841,7233.48754735
13697,7524.42473835
14553,9493.33143627
15409,6334.28658766
16265,5503.19688672
17121,5666.678756
17977,5039.82645796
18833,4950.649258
19689,4950.649258
20545,5112.79215178
21401,5596.90151716
22257,5081.97746451
23113,6579.26220772
23969,6579.26220772
24825,6615.56077808
25681,7022.97871293
26537,8321.32765223
27393,5653.08346217
28249,5132.99150246
29105,5278.97668227
29961,5025.28682665
30817,5025.28682665
31673,5025.28682665
32529,5162.67687127
33385,5676.91770406
34241,5196.29099522
35097,6697.13959271
35953,6697.13959271
36809,6725.56107394
37665,7336.12265046
38521,8625.97049283
39377,6007.03987766
40233,5454.38916869
2,6585.43460054
858,6585.43460054
1714,7036.31402125
2570,8339.45099918
3426,4420.33500482
4282,4318.9668722
5138,4857.43142191
5994,4895.98613836
6850,4895.98613836
7706,4935.55391057
8562,5017.56712717
9418,4474.84780699
10274,4390.78630378
11130,6855.50476129
11986,6855.50476129
12842,7159.8360297
13698,7470.40785391
14554,9514.00702967
15410,4953.01678149
16266,4630.47400951
17122,5214.17995522
17978,4889.53615712
18834,4803.01774106
19690,4803.01774106
20546,4929.24774219
21402,4376.40229639
22258,4276.04141083
23114,6549.30130293
23970,6549.30130293
24826,6585.43460054
25682,7012.20827314
26538,8339.45099918
27394,4420.33500482
28250,4318.9668722
29106,4857.43142191
29962,4875.43001933
30818,4875.43001933
31674,4875.43001933
32530,5008.72383264
33386,4438.97271484
34242,4372.22985708
35098,6666.64197479
35954,6666.64197479
36810,6694.93404882
37666,7324.87204152
38522,8699.25727167
39378,4670.55958299
40234,4563.45454101
3,8646.84022195
859,8646.84022195
1715,9087.78463053
2571,10717.188982
3427,4454.91499899
4283,6183.76435985
5139,6762.35150299
5995,6816.02296129
6851,6816.02296129
7707,6871.10467973
8563,6985.27408208
9419,4509.85415483
10275,6286.58604202
11131,9001.43625767
11987,9001.43625767
12843,9454.47006906
13699,9703.2828906
14555,12226.5933902
15411,4991.76296817
16267,6629.73959477
17123,7258.97593163
17979,6807.04403651
18835,6686.60301173
19691,6686.60301173
20547,6905.59011042
21403,4410.63868557
22259,6122.30929051
23115,8599.39801636
23971,8599.39801636
24827,8646.84022195
25683,9056.65173632
26539,10784.7529298
27395,4454.91499899
28251,6183.76435985
29107,6762.35150299
29963,6787.40708788
30819,6787.40708788
31675,6787.40708788
32531,6972.96346078
33387,4473.69847763
34243,6260.01934521
35099,8753.46367454
35955,8753.46367454
36811,8790.61053026
37667,9460.46115052
38523,11179.5706476
39379,4733.863782
40235,6570.94241234
4,6721.27672023
860,6721.27672023
1716,7181.45531719
2572,8426.82103109
3428,5002.29991789
4284,4542.07040824
5140,5108.34381589
5996,5148.88968038
6852,5148.88968038
7708,5190.50091962
8564,5276.74968691
9420,5063.98805017
10276,4617.59893519
11132,6996.91695117
11988,6996.91695117
12844,7349.07639973
13700,7667.85574701
14556,9613.68107222
15412,5605.0967398
16268,4869.66524851
17124,5483.51653198
17980,5142.10659158
18836,5051.11995502
19692,5051.11995502
20548,5216.55278488
21404,4952.58450022
22260,4496.92807287
23116,6684.39819032
23972,6684.39819032
24828,6721.27672023
25684,7156.85239935
26540,8479.9472506
27396,5002.29991789
28252,4542.07040824
29108,5108.34381589
29964,5127.27194607
30820,5127.27194607
31676,5127.27194607
32532,5267.44968279
33388,5023.3908447
34244,4598.08414576
35100,6804.15895842
35956,6804.15895842
36812,6833.03454319
37668,7475.96471107
38524,8790.39643854
39380,5315.5160415
40236,4826.4752862
5,7538.16495446
861,7538.16495446
1717,7922.5791604
2573,9343.08970034
3429,6165.09935078
4285,5597.90951063
5141,6121.68970176
5997,6170.27710474
6853,6170.27710474
7709,6220.14118028
8565,6323.49582978
9421,6241.12420611
10277,5690.99135834
11133,7847.30087012
11989,7847.30087012
12845,8242.25458646
13701,8459.16896696
14557,10658.9845972
15413,6907.99007356
16269,6001.63952183
17125,6571.27113687
17981,6162.14871304
18837,6053.11652363
19693,6053.11652363
20549,6212.19402433
21405,6103.82974679
22261,5542.275803
23117,7496.80496115
23973,7496.80496115
24829,7538.16495446
25685,7895.43758297
26541,9343.08970034
27397,6165.09935078
28253,5597.90951063
29109,6121.68970176
29965,6144.37188403
30821,6144.37188403
31677,6144.37188403
32533,6312.35133815
33389,6191.09194613
34245,5666.94120495
35101,7631.11900732
35957,7631.11900732
36813,7663.50354098
37669,8247.47759594
38525,9746.1928521
39381,6551.10893808
40237,5948.41193146
6,6646.58682616
862,6646.58682616
1718,7101.65246927
2574,8333.18116974
3430,4946.70923687
4286,4491.59324676
5142,5051.57490198
5998,5091.67026935
6854,5091.67026935
7710,5132.8191743
8566,5218.1096485
9422,5007.71196446
10278,4566.2825911
11134,6919.16447273
11990,6919.16447273
12846,7267.41114694
13702,7582.64859961
14558,9566.7886371
15414,5542.8085019
16270,4815.54824521
17126,5422.57914784
17982,5084.96254612
18838,4994.98684418
19694,4994.98684418
20550,5158.58158241
21406,4897.54619743
22262,4446.95247899
23118,6610.11804634
23974,6610.11804634
24830,6646.58682616
25686,7077.32290961
26542,8385.71711428
27398,4946.70923687
28254,4491.59324676
29110,5051.57490198
29966,5070.29272543
30822,5070.29272543
31678,5070.29272543
32534,5208.91297491
33390,4967.56582655
34246,4546.98462666
35102,6728.54817612
35958,6728.54817612
36814,6757.10292994
37670,7392.88962722
38526,8692.71696237
39382,5256.44527776
40238,4772.83815808
7,6513.43325039
863,6513.43325039
1719,6763.46599878
2575,7950.85221417
3431,4802.79536524
4287,4692.65854794
5143,5131.75215477
5999,5172.48377919
6855,5172.48377919
7711,5214.28565935
8567,5300.92957334
9423,4862.0237083
10279,4770.6906021
11135,6780.55106781
11991,6780.55106781
12847,7081.55545856
13703,7180.72931294
14559,9070.6832608
15415,5381.55590864
16271,5031.11210118
17127,5508.64371587
17983,5165.66961383
18839,5074.26612413
19695,5074.26612413
20551,5240.45688062
21407,4755.06232966
22263,4646.01988967
23119,6477.69495346
23975,6477.69495346
24831,6513.43325039
25687,6740.29486943
26543,8000.97808238
27399,4802.79536524
28255,4692.65854794
29111,5131.75215477
29967,5150.76700374
30823,5150.76700374
31679,5150.76700374
32535,5291.58696148
33391,4823.04529991
34247,4750.5289603
35103,6593.75288477
35959,6593.75288477
36815,6621.73567652
37671,7040.83615888
38527,8293.89437159
39383,5074.6652117
40239,4958.29522306
8,7173.12869113
864,7173.12869113
1720,7538.93007639
2576,8979.96799937
3432,5268.10593352
4288,5147.30092136
5144,5628.92650139
6000,5673.6035177
6856,5673.6035177
7712,5719.45445806
8568,5814.49097119
9424,5333.0713182
10280,5232.89140311
11136,7467.29666004
11992,7467.29666004
12848,7798.78278521
13704,8004.02757452
14560,10244.7257594
15416,5902.92702424
16272,5518.53813902
17128,6042.32495196
17984,5666.12931108
18840,5565.87219492
19696,5565.87219492
20552,5748.16070526
21408,5215.74932757
22264,5096.14469751
23120,7133.77129326
23976,7133.77129326
24832,7173.12869113
25688,7513.10265777
26544,9036.58107594
27400,5268.10593352
28256,5147.30092136
29112,5628.92650139
29968,5649.78318779
30824,5649.78318779
31680,5649.78318779
32536,5804.24340487
33392,5290.31733988
34248,5210.77684195
35104,7261.58203332
35960,7261.58203332
36816,7292.39855127
37672,7848.09736511
38528,9367.40611506
39384,5566.30993935
40240,5438.66799148
9,6362.88126621
865,6362.88126621
1721,6777.96111893
2577,8003.50669368
3433,4830.69908987
4289,4719.92252271
5145,4854.16207551
6001,4640.36661672
6857,4640.36661672
7713,4691.18010268
8569,4799.20278256
9425,4904.18687103
10281,4812.06189277
11137,6642.67311685
11993,6642.67311685
12849,6937.55768807
13705,7216.59396674
14561,9130.75288326
15417,5412.82146982
16273,5060.34204536
17129,5210.67054481
17985,4634.25332035
18841,4552.25110987
19697,4552.25110987
20553,4701.34836466
21409,4782.68878821
22265,4673.01295525
23121,6327.96890015
23977,6327.96890015
24833,6362.88126621
25689,6754.74033772
26545,8003.50669368
27401,4830.69908987
28257,4719.92252271
29113,4854.16207551
29969,4620.88351386
30825,4620.88351386
31681,4620.88351386
32537,4747.219476
33393,4851.06664999
34249,4791.72544644
35105,6459.67278926
35961,6459.67278926
36817,6487.08665365
37673,7076.00220385
38529,8320.12152119
39385,5118.67200894
40241,5001.29307462
10,6730.92353545
866,6730.92353545
1722,7191.76251253
2578,8523.68471683
3434,4630.94032465
4290,4524.74363506
5146,5088.85733792
6002,5129.24856493
6858,5129.24856493
7714,5170.70110346
8570,5256.62092739
9426,4688.04978284
10282,4599.98410447
11138,7006.9593244
11994,7006.9593244
12850,7318.01302078
13706,7635.4451217
14562,9724.18572609
15418,5188.9957986
16274,4851.08906447
17130,5462.59918635
17986,5122.49134609
18842,5031.8517226
19698,5031.8517226
20554,5164.09454784
21410,4584.91493108
22266,4479.77346761
23122,6693.99208294
23978,6693.99208294
24834,6730.92353545
25690,7167.12428823
26546,8523.68471683
27402,4630.94032465
28258,4524.74363506
29114,5088.85733792
29970,5107.71327829
30826,5107.71327829
31682,5107.71327829
32538,5247.35639247
33394,4650.46582103
34250,4580.54374232
35106,6813.92471395
35962,6813.92471395
36818,6842.84173668
37674,7486.69454265
38530,8891.43881459
39386,4893.08406916
40242,4780.87719897
11,7279.99745553
867,7279.99745553
1723,7628.10448268
2579,9086.18549491
3435,6008.80796554
4291,5871.02084691
5147,5871.02084691
6003,5612.4483479
6859,5612.4483479
7715,5657.80515293
8571,5751.8174581
9427,6082.90582793
10283,5968.64316946
11139,7578.5474712
11995,7578.5474712
12851,7914.97154968
13707,8098.70266753
14563,10365.9014868
15419,6732.86872572
16275,6294.44455787
17131,6302.19598201
17987,5605.05469076
18843,5505.87804497
19699,5505.87804497
20555,5686.20203307
21411,5949.0913549
22267,5812.6733615
23123,7240.05377371
23979,7240.05377371
24835,7279.99745553
25691,7601.97160437
26547,9143.46813173
27403,6008.80796554
28259,5871.02084691
29115,5871.02084691
29971,5588.88472955
30827,5588.88472955
31683,5588.88472955
32539,5741.68032975
33395,6034.14172967
34251,5943.4198645
35107,7369.768435
35963,7369.768435
36819,7401.04400843
37675,7940.9282787
38531,9478.20582338
39387,6348.93185605
40243,6203.34670275
12,7611.13209496
868,7611.13209496
1724,7999.26681975
2580,9433.52564518
3436,6224.77739741
4292,5652.09806061
5148,6180.94761194
6004,6230.0052638
6860,6230.0052638
7716,6280.35194438
8572,6424.96030455
9428,6301.53805257
10284,5746.08079273
11140,7923.2599552
11996,7923.2599552
12852,8322.03619612
13708,8541.04996325
14564,10830.0037214
15420,6974.85812227
16276,6059.73553697
17132,6634.88028116
17988,6221.79820217
18844,6111.71075437
19700,6111.71075437
20556,6311.87287388
21412,6162.91480097
22268,5595.92590706
23124,7569.37180261
23980,7569.37180261
24836,7611.13209496
25692,7971.86255497
26548,9492.99780039
27404,6224.77739741
28260,5652.09806061
29116,6180.94761194
29972,6203.8493217
30828,6203.8493217
31684,6203.8493217
32540,6373.45455009
33396,6251.02155978
34252,5721.79787207
35108,7704.98579539
35964,7704.98579539
36820,7737.68375989
37676,8327.30975603
38532,9840.53019511
39388,6614.52294432
40244,6005.99278808
13,7054.09795563
869,7054.09795563
1725,7413.83008708
